product_name,product_slug,post_parent,ID,post_status,sku,stock,visibility,stock_status,product_url,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,tax:translation_priority,attribute:pa_material,attribute_data:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute:pa_style,attribute_data:pa_style
"Solatiare Diamond Ring in Two-tone 18K Gold",solatiare-diamond-ring-in-two-tone-18k-gold,,30198,publish,R28472GC18DD001,,,instock,,https://eji.com.hk/product/solatiare-diamond-ring-in-two-tone-18k-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-3,,30199,publish,R28473GA18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-3/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-7,,30200,publish,R28474KP18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-7/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in 18K White Gold",solitaire-diamond-ring-in-18k-white-gold-9,,30201,publish,R28475GW18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-9/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-8,,30202,publish,R28476GA18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-8/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in 18K White Gold",solitaire-diamond-ring-in-18k-white-gold-10,,30203,publish,R28477GW18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-10/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Gold",halo-solitaire-diamond-ring-in-18k-gold-5,,30204,publish,R28478KY18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-gold-5/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Gold",halo-solitaire-diamond-ring-in-18k-gold-6,,30205,publish,R28479GA18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-gold-6/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo solitaire Diamond ring in two tone 18k gold",,,30206,draft,R28481GA18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30206,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Gold",halo-solitaire-diamond-ring-in-18k-gold,,30207,publish,R28481KY18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo solitaire Diamond ring in two tone 18k gold",,,30208,draft,R28482GA18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30208,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Solitaire Diamond Ring in 18K Gold",solitaire-diamond-ring-in-18k-gold-2,,30209,publish,R28482KY18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-gold-2/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo solitaire Diamond ring in two tone 18k gold",,,30210,draft,R28483GC18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30210,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Halo Solitaire Diamond Ring in Two-tone 18K Gold",halo-solitaire-diamond-ring-in-two-tone-18k-gold,,30211,publish,R28483KP18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-two-tone-18k-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo Solitaire Diamond Ring in Two-tone 18K Gold",halo-solitaire-diamond-ring-in-two-tone-18k-gold-2,,30212,publish,R28484GC18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-two-tone-18k-gold-2/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in 18K Gold",solitaire-diamond-ring-in-18k-gold,,30213,publish,R28485GW18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-4,,30214,publish,R28486GA18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-4/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-5,,30215,publish,R28487GA18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-5/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-6,,30216,publish,R28488GA18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-6/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold,,30217,publish,R28489GC18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 18K Gold",solitaire-diamond-ring-in-two-tone-18k-gold-2,,30218,publish,R28490GC18DD001,,,instock,,https://eji.com.hk/product/solitaire-diamond-ring-in-two-tone-18k-gold-2/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo solitaire Diamond ring in two tone 18k gold",,,30219,draft,R28491GA18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30219,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Gold",halo-solitaire-diamond-ring-in-18k-gold-2,,30220,publish,R28491KY18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-gold-2/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Rose Gold",halo-solitaire-diamond-ring-in-18k-rose-gold,,30221,publish,R28492KP18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-rose-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond Solitaire Ring in 18K Rose Gold",diamond-solitaire-ring-in-18k-rose-gold-4,,30222,publish,R28493KP18DD001,,,instock,,https://eji.com.hk/product/diamond-solitaire-ring-in-18k-rose-gold-4/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo solitaire Diamond ring in two tone 18k gold",,,30223,draft,R28494GA18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30223,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Gold",halo-solitaire-diamond-ring-in-18k-gold-3,,30224,publish,R28494KY18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-gold-3/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Halo Solitaire Diamond Ring in 18K Gold",halo-solitaire-diamond-ring-in-18k-gold-4,,30225,publish,R28495KY18DD001,,,instock,,https://eji.com.hk/product/halo-solitaire-diamond-ring-in-18k-gold-4/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Rose Gold",enamel-diamond-ring-in-18k-rose-gold-2,,30227,publish,R28498KP18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-rose-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K White Gold",enamel-diamond-ring-in-18k-white-gold-2,,30228,publish,R28499GW18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-white-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Rose Gold",enamel-diamond-ring-in-18k-rose-gold-3,,30229,publish,R28500KP18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-rose-gold-3/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Rose Gold",enamel-diamond-ring-in-18k-rose-gold-4,,30230,publish,R28501KP18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-rose-gold-4/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Gold",enamel-diamond-ring-in-18k-gold,,30231,publish,R28502KY18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-gold/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Gold",enamel-diamond-ring-in-18k-gold-2,,30232,publish,R28503KY18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Gold",enamel-diamond-ring-in-18k-gold-3,,30233,publish,R28504KY18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-gold-3/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K White Gold",enamel-diamond-ring-in-18k-white-gold-3,,30234,publish,R28505GW18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-white-gold-3/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Gold",enamel-diamond-ring-in-18k-gold-4,,30235,publish,R28506KY18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-gold-4/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K White Gold",enamel-diamond-ring-in-18k-white-gold-4,,30236,publish,R28507GW18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-white-gold-4/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Enamel Diamond Ring in 18K Rose Gold",enamel-diamond-ring-in-18k-rose-gold-5,,30237,publish,R28508KP18V01001,,,instock,,https://eji.com.hk/product/enamel-diamond-ring-in-18k-rose-gold-5/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond heart ring in 18k white gold",diamond-heart-ring-in-18k-white-gold,,30238,publish,R28523GW18DD001,,,instock,,https://eji.com.hk/product/diamond-heart-ring-in-18k-white-gold/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-19,,30239,publish,R28531GW18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-19/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",,,,Optional,,,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-20,,30240,publish,R28533GW18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-20/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",,,,Optional,,,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-18,,30241,publish,R28534GW18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-18/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",,,,Optional,,,,,,,,,,
"Diamond ring in 18k gold",diamond-ring-in-18k-gold-2,,30242,publish,R28540KY18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-gold-2/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond ring in 18k rose gold",diamond-ring-in-18k-rose-gold-5,,30243,publish,R28541KP18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-rose-gold-5/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-22,,30244,publish,R28543GW18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-22/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Ring in Two-tone 18K Gold",diamond-ring-in-two-tone-18k-gold-2,,30245,publish,Z28488GA18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-2/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond Ring in Two-tone 18K Gold",diamond-ring-in-two-tone-18k-gold-7,,30246,publish,Z28490GC18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-7/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K Gold",diamond-earrings-in-18k-yellow-gold-4,,30249,publish,E28518KY18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-yellow-gold-4/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-24,,30250,publish,E28520GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-24/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-25,,30251,publish,E28521GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-25/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-32,,30255,publish,P28519GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-32/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in 18k white gold",diamond-necklace-in-18k-white-gold-19,,30256,publish,P28534GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-19/,,simple,,"Classic High Jewellery|Private Collection > Necklaces & Pendants|Classic High Jewellery > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond bracelet in 18k white gold",diamond-bracelet-in-18k-white-gold-5,,30259,draft,B28532GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30259,,simple,,"Private Collection > Bracelets & Bangles|Classic High Jewellery > Bracelets & Bangles|Classic High Jewellery|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond bracelet in 18k white gold",sapphire-diamond-bracelet-in-18k-white-gold-2,,30260,publish,B33964GW18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-bracelet-in-18k-white-gold-2/,,simple,,"Private Collection > Bracelets & Bangles|Classic High Jewellery > Bracelets & Bangles|Classic High Jewellery|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-20,,30261,publish,E28517GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-20/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-19,,30262,publish,E28519GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-19/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K Rose Gold",diamond-earrings-in-18k-rose-gold-2,,30263,publish,E28522KP18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-rose-gold-2/,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in Two-tone 18K Gold",diamond-necklace-in-two-tone-18k-gold-6,,30264,publish,N28537GA18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-6/,,simple,,"Classic High Jewellery|Private Collection > Necklaces & Pendants|Classic High Jewellery > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-31,,30265,publish,P28517GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-31/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K Gold",diamond-necklace-in-18k-gold-3,,30266,publish,P28518KY18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-gold-3/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-28,,30267,publish,P28521GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-28/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K Rose Gold",diamond-necklace-in-18k-rose-gold-5,,30268,publish,P28522KP18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold-5/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in 18k white gold",,,30269,draft,P28542GW18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30269,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond ring in two-tone 18k gold",,,30270,draft,R28493GC18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30270,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond ring in two-tone 18k gold",,,30271,draft,R28495GA18DD001,,,instock,,https://eji.com.hk/?post_type=product&p=30271,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Ring in Two-tone 18K Gold",diamond-ring-in-two-tone-18k-gold-3,,30273,publish,R28537GA18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-3/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-8,,30360,publish,E28433GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-8/,,simple,,"Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-9,,30361,publish,E28435GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-9/,,simple,,"Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond bracelet in two tone 18k gold",diamond-bracelet-in-two-tone-18k-gold-5,,30372,publish,B28524GA18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-two-tone-18k-gold-5/,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond bracelet in 18k gold",diamond-bracelet-in-18k-gold,,30373,publish,B28525KY18DD001,,,instock,,https://eji.com.hk/product/diamond-bracelet-in-18k-gold/,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Necklace in Two-tone 18K Gold",diamond-necklace-in-two-tone-18k-gold-9,,30375,publish,N28524GA18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-9/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in 18K Gold",diamond-necklace-in-18k-gold,,30379,publish,P28525KY18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-gold/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in 18K Rose Gold",diamond-necklace-in-18k-rose-gold-6,,30380,publish,P28526KP18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold-6/,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond ring in two tone 18k gold",diamond-ring-in-two-tone-18k-gold-5,,30382,publish,R28474GC18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-5/,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Sapphire diamond ring in 18k rose gold",sapphire-diamond-ring-in-18k-rose-gold-4,,30383,publish,R40328KP18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-ring-in-18k-rose-gold-4/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Sapphire diamond earrings in 18k rose gold",sapphire-diamond-earrings-in-18k-rose-gold-2,,30454,publish,E40328KP18SP001,,,instock,,https://eji.com.hk/product/sapphire-diamond-earrings-in-18k-rose-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond earrings in 18k rose gold",sapphire-diamond-earrings-in-18k-rose-gold-3,,30455,publish,E40330KP18SR001,,,instock,,https://eji.com.hk/product/sapphire-diamond-earrings-in-18k-rose-gold-3/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in two tone 18k gold",diamond-earrings-in-two-tone-18k-gold-5,,30456,publish,E40331GA18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-two-tone-18k-gold-5/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in two tone 18k gold",diamond-earrings-in-two-tone-18k-gold-4,,30457,publish,E40333GC18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-two-tone-18k-gold-4/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-18,,30458,publish,E40335GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-18/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K Gold",diamond-earrings-in-18k-gold-2,,30459,publish,E40337KY18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire Diamond Necklace in 18K Gold",sapphire-diamond-necklace-in-18k-rose-gold-2,,30461,publish,P40328KP18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-rose-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire Diamond Necklace in 18K Gold",sapphire-diamond-necklace-in-18k-rose-gold-8,,30462,publish,P40329KP18SR001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-rose-gold-8/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond necklace in 18k gold",sapphire-diamond-necklace-in-18k-gold-7,,30463,publish,P40330KY18SR001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-gold-7/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in Two Tone 18K Gold",diamond-necklace-in-two-tone-18k-gold-7,,30464,publish,P40331GC18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-7/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in Two Tone 18K Gold",diamond-necklace-in-two-tone-18k-gold-8,,30465,publish,P40332GC18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-8/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in two tone 18k gold",diamond-necklace-in-two-tone-18k-gold-10,,30466,publish,P40333GA18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-10/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond necklace in 18k white gold",sapphire-diamond-necklace-in-18k-white-gold-9,,30467,publish,P40334GW18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-white-gold-9/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond necklace in 18k rose gold",sapphire-diamond-necklace-in-18k-rose-gold-3,,30468,publish,P40336KP18SP001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-rose-gold-3/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in 18k gold",diamond-necklace-in-18k-gold-2,,30469,publish,P40338KY18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-gold-2/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond necklace in 18k rose gold",sapphire-diamond-necklace-in-18k-rose-gold-4,,30470,publish,P40339KP18SP001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-rose-gold-4/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
