post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,wpml:language_code,wpml:original_product_id,wpml:original_product_sku,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,tax:translation_priority,attribute:pa_material,attribute_data:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute:pa_style,attribute_data:pa_style
"Half Eternity Solitaire Round Diamond Ring in Silver",half-eternity-solitaire-round-diamond-ring-in-silver,,28813,,,publish,,607,"2022-06-15 12:18:23",1,closed,RA35002,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35002SVRCZ001.jpg ! alt :  ! title : RA35002SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-round-diamond-ring-in-silver/,0,,en,28813,RA35002,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,CZ,0|1|0,,,,,,,,
"RA_Half Eternity Solitaire Emerald CZ ring in silver",half-eternity-solitaire-emerald-cz-ring-in-silver,,28814,,,draft,,721,"2022-06-15 12:18:23",1,closed,RA35003SVRCZ001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35003SVRCZ001.jpg ! alt :  ! title : RA35003SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28814,0,,en,28814,RA35003SVRCZ001,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Half Eternity Solitaire Oval Diamond Ring in 18k White Gold",half-eternity-solitaire-oval-cz-ring-in-silver,,28815,,,publish,,605,"2022-06-15 12:18:24",1,closed,RA35004,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35004SVRCZ001_SD.jpg ! alt :  ! title : RA35004SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-oval-cz-ring-in-silver/,0,,en,28815,RA35004,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,CZ,0|1|0,,,,,,,,
"Half Eternity Heart Diamond Ring in 18k White Gold",half-eternity-heart-diamond-ring-in-18k-white-gold,,28816,,,publish,,604,"2022-06-15 12:18:24",1,closed,RA35005,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35005SVRCZ001.jpg ! alt :  ! title : RA35005SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-heart-diamond-ring-in-18k-white-gold/,0,,en,28816,RA35005,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,CZ,0|1|0,,,,,Heart,1|1|0,,
"Stud Diamond ring in 18k white gold",stud-diamond-ring-in-18k-white-gold-2,,28817,,,publish,,771,"2022-06-15 12:18:25",1,closed,Z33173KW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z33173KW18DD001_SD.jpg ! alt :  ! title : Z33173KW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/stud-diamond-ring-in-18k-white-gold-2/,0,,en,28817,Z33173KW18DD001,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,Round,3|1|0,,
"Stud Diamond ring in 18k white gold",stud-diamond-ring-in-18k-white-gold,,28818,,,publish,,772,"2022-06-15 12:18:25",1,closed,Z33188KW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z33188KW18DD001.jpg ! alt :  ! title : Z33188KW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/stud-diamond-ring-in-18k-white-gold/,0,,en,28818,Z33188KW18DD001,,simple,,"Rings > Diamond Rings|Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,Round,1|1|0,,
"Bezel Set Solitaire Diamond Ring in 18k White Gold",bezel-set-solitaire-diamond-ring-in-18k-white-gold,,28934,,,publish,,426,"2022-06-24 12:14:08",1,closed,R33267KW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R33267KW18DD001_SD.jpg ! alt :  ! title : R33267KW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/bezel-set-solitaire-diamond-ring-in-18k-white-gold/,0,,en,28934,R33267KW18DD001,,simple,,"Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-8,,28937,,,publish,,503,"2022-06-24 12:27:53",1,closed,RA27935GW18DD002,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA27935GW18DD002_SD.jpg ! alt :  ! title : RA27935GW18DD002_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-8/,0,,en,28937,RA27935GW18DD002,,simple,,"Private Collection|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond Ring in 18K White Gold",diamond-ring-in-18k-white-gold-9,,28939,,,publish,,504,"2022-06-24 12:34:00",1,closed,RA34947,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA34947SVRCZ001_SD.jpg ! alt :  ! title : RA34947SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-9/,0,,en,28939,RA34947,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Huggie Diamond Earrings in 18k White Gold",huggie-diamond-earrings-in-18k-white-gold,,28942,,,publish,,624,"2022-06-24 12:37:06",1,closed,EA27935GW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/EA27935GW18DD001_SD.jpg ! alt :  ! title : EA27935GW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/huggie-diamond-earrings-in-18k-white-gold/,0,,en,28942,EA27935GW18DD001,,simple,,"Private Collection > Earrings|Earrings > Hoop Earrings|Private Collection|Earrings",,,,,,,,,,,,,,
"TBR_Cross Twist Diamond Ring in 18k White Gold",,,28972,,,draft,,786,"2022-06-27 17:51:44",1,closed,R35224SVRCZ001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28972,0,,en,28972,R35224SVRCZ001,,simple,,Uncategorized,,,,Optional,,,,,,,,,,
"Faceted 18k white gold ring",,,28974,,,draft,,551,"2025-06-06 11:36:56",1,closed,Z40050KW18XX001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28974,0,,en,28974,Z40050KW18XX001,,simple,,Uncategorized,,,,Optional,,,,,,,,,,
"Swan diamond necklace in two-tone 18k gold",swan-diamond-necklace-in-two-tone-18k-gold,,29002,,,publish,,784,"2022-06-28 11:24:24",1,closed,P28178GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28178GC18DD001_a2.jpg ! alt :  ! title : P28178GC18DD001_a2 ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-necklace-in-two-tone-18k-gold/,0,,en,29002,P28178GC18DD001,,simple,,"Necklaces & Pendants > Diamond Necklaces","Swan Lake",,,,Diamond,0|1|0,,,,,,,,
"Swan diamond earrings in two-tone 18k gold",swan-diamond-earrings-in-two-tone-18k-gold,,29004,,,publish,,780,"2022-06-28 11:27:43",1,closed,E28178GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28178GC18DD001_a.jpg ! alt :  ! title : E28178GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-earrings-in-two-tone-18k-gold/,0,,en,29004,E28178GC18DD001,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings","Swan Lake",,,,,,,,,,,,,
"Swan diamond mother of pearl earrings in 18k white gold",swan-diamond-mother-of-pearl-earrings-in-18k-white-gold,,29044,,,publish,,781,"2022-06-28 12:44:21",1,closed,E28177GW18MW001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28177GW18MW001_a.jpg ! alt :  ! title : E28177GW18MW001_a ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-mother-of-pearl-earrings-in-18k-white-gold/,0,,en,29044,E28177GW18MW001,,simple,,"Earrings > Gemstone Diamond Earrings","Swan Lake",,,,"Mother of Pearl",0|1|0,,,,,,,,
"Swan diamond earrings in 18k white gold",swan-diamond-earrings-in-18k-white-gold,,29046,,,publish,,779,"2022-06-28 12:48:34",1,closed,E28179GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28179GW18DD001B_a.jpg ! alt :  ! title : E28179GW18DD001B_a ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-earrings-in-18k-white-gold/,0,,en,29046,E28179GW18DD001,,simple,,"Earrings > Diamond Earrings|Earrings","Swan Lake",,,,Diamond,0|1|0,,,,,,,,
"Swan diamond mother of pearl necklace in 18k white gold",swan-diamond-mother-of-pearl-necklace-in-18k-white-gold,,29048,,,publish,,782,"2022-06-28 12:53:44",1,closed,P28177GW18MW001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28177GW18MW001_a.jpg ! alt :  ! title : P28177GW18MW001_a ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-mother-of-pearl-necklace-in-18k-white-gold/,0,,en,29048,P28177GW18MW001,,simple,,"Private Collection > Necklaces & Pendants","Swan Lake",,,,"Diamond|Mother of Pearl",0|1|0,,,,,,,,
"Swan diamond necklace in 18k white gold",swan-diamond-necklace-in-18k-white-gold,,29050,,,publish,,783,"2022-06-28 12:59:08",1,closed,P28179GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28179GW18DD001_a.jpg ! alt :  ! title : P28179GW18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-necklace-in-18k-white-gold/,0,,en,29050,P28179GW18DD001,,simple,,"Necklaces & Pendants > Diamond Necklaces|Necklaces & Pendants","Swan Lake",,,,Diamond,0|1|0,,,,,,,,
"Ruby diamond necklace in 18k white gold",ruby-diamond-necklace-in-18k-white-gold,,29054,,,publish,,741,"2022-06-28 14:12:56",1,closed,P28300KW18RB001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,29052,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28300KW18RB001_a.jpg ! alt :  ! title : P28300KW18RB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/ruby-diamond-necklace-in-18k-white-gold/,0,,en,29054,P28300KW18RB001,,simple,,,ruby,,,,Diamond|Ruby,0|1|0,,,,,,,,
"Oval sapphire diamond necklace in 18k white gold",oval-sapphire-diamond-necklace-in-18k-white-gold,,29056,,,publish,,707,"2022-06-28 14:16:37",1,closed,P28299KW18SA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28299KW18SA001_a.jpg ! alt :  ! title : P28299KW18SA001_a ! desc :  ! caption : ",,https://eji.com.hk/product/oval-sapphire-diamond-necklace-in-18k-white-gold/,0,,en,29056,P28299KW18SA001,,simple,,,,,,,Diamond|Sapphire,0|1|0,,,,,,,,
"Pear-shaped sapphire diamond necklace in 18k white gold",pear-shaped-sapphire-diamond-necklace-in-18k-white-gold,,29058,,,publish,,712,"2022-06-28 14:18:17",1,closed,P28298KW18SA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28298KW18SA001_a.jpg ! alt :  ! title : P28298KW18SA001_a ! desc :  ! caption : ",,https://eji.com.hk/product/pear-shaped-sapphire-diamond-necklace-in-18k-white-gold/,0,,en,29058,P28298KW18SA001,,simple,,,,,,,Diamond|Sapphire,0|1|0,,,,,,,,
"Diamond ring in 18k white gold",diamond-ring-in-18k-white-gold-10,,29135,,,publish,,475,"2022-06-30 16:21:39",1,closed,Z35536,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,28628,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35536SVRCZ001_a.jpg ! alt :  ! title : Z35536SVRCZ001_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-10/,0,,en,29135,Z35536,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,Diamond,0|1|0,,,,,,,,
"Curb chain diamond ring in 18k yellow gold",curb-chain-diamond-ring-in-18k-yellow-gold,,29679,,,publish,,365,"2022-07-18 17:06:45",1,closed,R28309KY18DD001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/R28309KY18DD001.jpg ! alt :  ! title : R28309KY18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/curb-chain-diamond-ring-in-18k-yellow-gold/,0,,en,29679,R28309KY18DD001,,simple,,"Private Collection > Links|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Curb chain diamond ring in 18k rose gold",curb-chain-diamond-ring-in-18k-rose-gold,,29681,,,publish,,364,"2022-07-18 12:48:16",1,closed,R28310KP18DD001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/R28310KP18DD001.jpg ! alt :  ! title : R28310KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/curb-chain-diamond-ring-in-18k-rose-gold/,0,,en,29681,R28310KP18DD001,,simple,,"Private Collection > Links|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"VF_Diamond earrings in 18k white gold",,,29692,,,draft,,391,"2022-07-20 16:06:05",1,closed,E28338GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29692,0,,en,29692,E28338GW18DD001,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings",,,,,Diamond,0|1|0,,,,,,,,
"Diamond necklace in 18k rose gold",,,29698,,,draft,,369,"2022-07-20 16:06:07",1,closed,N28311KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29698,0,,en,29698,N28311KP18DD001,,simple,,"Necklaces & Pendants > Diamond Necklaces|Private Collection > Necklaces & Pendants",,,,,Diamond,0|1|0,,,,,,,,
"Mother of pearl diamond necklace in 18k rose gold",mother-of-pearl-diamond-necklace-in-18k-rose-gold,,29724,,,publish,,372,"2022-07-21 11:31:33",1,closed,P28302KP18MW001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,29722,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/P28302KP18MW001_a.jpg ! alt :  ! title : P28302KP18MW001_a ! desc :  ! caption : ",,https://eji.com.hk/product/mother-of-pearl-diamond-necklace-in-18k-rose-gold/,0,,en,29724,P28302KP18MW001,,simple,,,,,,,,,,,,,,,,
"Sapphire diamond earrings in 18k white gold",sapphire-diamond-earrings-in-18k-white-gold,,29726,,,publish,,378,"2022-07-21 11:54:37",1,closed,E28297KW18SA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,29728,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/E28297KW18SA001_a.jpg ! alt :  ! title : E28297KW18SA001_a ! desc :  ! caption : ",,https://eji.com.hk/product/sapphire-diamond-earrings-in-18k-white-gold/,0,,en,29726,E28297KW18SA001,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Sapphire diamond necklace in 18k white gold",sapphire-diamond-necklace-in-18k-white-gold,,29728,,,publish,,384,"2022-07-21 11:59:33",1,closed,P28297KW18SA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,29726,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/P28297KW18SA001_rz.jpg ! alt :  ! title : P28297KW18SA001_rz ! desc :  ! caption : ",,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-white-gold/,0,,en,29728,P28297KW18SA001,,simple,,,,,,,,,,,,,,,,
"Eternity Diamond Ring in 18K White Gold",eternity-diamond-ring-in-18k-white-gold-3,,29758,,,publish,,370,"2022-07-28 15:28:38",1,closed,R35003SVRCZ001,,,no,no,,1000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/R35003SVRCZ001_SD.jpg ! alt :  ! title : R35003SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-diamond-ring-in-18k-white-gold-3/,0,,en,29758,R35003SVRCZ001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Leaf diamond ring in 18k white gold",,,29769,,,draft,,371,"2022-07-29 16:35:01",1,closed,R28338GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29769,0,,en,29769,R28338GW18DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Pearl diamond ring in 18k white gold",,,29774,,,draft,,374,"2022-07-29 16:35:03",1,closed,R35136SVRPA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29774,0,,en,29774,R35136SVRPA001,,simple,,"Private Collection > Rings",,,,,,,,,,,,,,
"Criss Cross Diamond Ring in 18K White Gold",criss-cross-diamond-ring-in-18k-white-gold-2,,29775,,,publish,,360,"2022-07-29 16:35:04",1,closed,R35222,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/07/R35222SVRCZ001_sd.jpg ! alt :  ! title : R35222SVRCZ001_sd ! desc :  ! caption : ",,https://eji.com.hk/product/criss-cross-diamond-ring-in-18k-white-gold-2/,0,,en,29775,R35222,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Criss cross diamond ring in 18k white gold",,,29776,,,draft,,361,"2022-07-29 16:35:04",1,closed,R35223GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29776,0,,en,29776,R35223GW18DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Criss Cross Diamond Ring in 18K White Gold",,,29777,,,draft,,362,"2022-07-29 16:35:05",1,closed,R35225,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29777,0,,en,29777,R35225,,simple,,"Earrings > Diamond Earrings|Private Collection > Rings",,,,,,,,,,,,,,
"Criss cross diamond ring in 18k white gold",criss-cross-diamond-ring-in-18k-white-gold,,29778,,,draft,,363,"2022-07-29 16:35:06",1,closed,R35226GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=29778,0,,en,29778,R35226GW18DD001,,simple,,"Rings > Diamond Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Pink sapphire huggie earrings in 18k rose gold",pink-sapphire-huggie-earrings-in-18k-rose-gold,,29844,,,publish,,375,"2022-08-08 15:33:29",1,closed,E39937KP18SP001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E39937KP18SP001a.jpg ! alt :  ! title : E39937KP18SP001a ! desc :  ! caption : ",,https://eji.com.hk/product/pink-sapphire-huggie-earrings-in-18k-rose-gold/,0,,en,29844,E39937KP18SP001,,simple,,"Earrings > Gemstone Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Diamond huggie earrings in 18k white gold",diamond-huggie-earrings-in-18k-white-gold-3,,29852,,,publish,,368,"2022-08-08 15:34:16",1,closed,E39936GW18DD001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E39936GW18DD001a.jpg ! alt :  ! title : E39936GW18DD001a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-white-gold-3/,0,,en,29852,E39936GW18DD001,,simple,,"Earrings > Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Sapphire huggie earrings in 18k white gold",sapphire-huggie-earrings-in-18k-white-gold,,29854,,,publish,,390,"2022-08-08 15:35:28",1,closed,E39937GW18SA001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E39937GW18SA001a.jpg ! alt :  ! title : E39937GW18SA001a ! desc :  ! caption : ",,https://eji.com.hk/product/sapphire-huggie-earrings-in-18k-white-gold/,0,,en,29854,E39937GW18SA001,,simple,,"Earrings > Gemstone Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Diamond huggie earrings in 18k rose gold",diamond-huggie-earrings-in-18k-rose-gold-3,,29855,,,publish,,367,"2022-08-08 15:40:51",1,closed,E39936KP18DD001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E39936KP18DB001a.jpg ! alt :  ! title : E39936KP18DD001a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-rose-gold-3/,0,,en,29855,E39936KP18DD001,,simple,,"Earrings > Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Firework Pink Sapphire Diamond Earrings",firework-pink-sapphire-diamond-earrings,,29917,,,publish,,562,"2022-02-10 12:00:59",1,closed,E27530KP18SP001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,29909,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E27530KP18SP001.jpg ! alt :  ! title : E27530KP18SP001 ! desc :  ! caption : ",,https://eji.com.hk/product/firework-pink-sapphire-diamond-earrings/,0,,en,29917,E27530KP18SP001,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,Diamond|Sapphire,0|0|0,"Rose Gold|White Gold|Yellow Gold",1|0|1,"14k 585|18k 750",2|0|1,Pear,3|0|0,Firework,4|0|0
"Black Agate diamond ring in 18k white gold",black-agate-diamond-ring-in-18k-white-gold,,29960,,,publish,,36,"2022-08-10 16:04:27",1,closed,R28137GW18AB001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,29968,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R28137GW18AB001_a.jpg ! alt :  ! title : R28137GW18AB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/black-agate-diamond-ring-in-18k-white-gold/,0,,en,29960,R28137GW18AB001,,simple,,,,,,,,,,,,,,,,
"Black Agate Diamond Ring in 18K White Gold",black-agate-diamond-ring-in-18k-white-gold-2,,29967,,,publish,,37,"2022-08-10 16:05:35",1,closed,R28138,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,29969|29968,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R28138GW18AB001_a.jpg ! alt :  ! title : R28138GW18AB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/black-agate-diamond-ring-in-18k-white-gold-2/,0,,en,29967,R28138,,simple,,Rings,,,,,,,,,,,,,,
"Black Agate diamond earrings in 18k white gold",black-agate-diamond-earrings-in-18k-white-gold,,29968,,,publish,,32,"2022-08-10 16:08:48",1,closed,E28137GW18AB001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,29960,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E28137GW18AB001_a.jpg ! alt :  ! title : E28137GW18AB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/black-agate-diamond-earrings-in-18k-white-gold/,0,,en,29968,E28137GW18AB001,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Black Agate diamond drop earrings in 18k white gold",black-agate-diamond-drop-earrings-in-18k-white-gold,,29969,,,publish,,31,"2022-08-10 16:12:23",1,closed,E28138GW18AB001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E28138GW18AB001_a.jpg ! alt :  ! title : E28138GW18AB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/black-agate-diamond-drop-earrings-in-18k-white-gold/,0,,en,29969,E28138GW18AB001,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Pink Mother of pearl diamond stud earrings in 18k rose gold",pink-mother-of-pearl-diamond-stud-earrings-in-18k-white-gold,,29970,,,publish,,272,"2022-08-10 16:18:08",1,closed,E28136KP18MP001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,29971,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E28136KP18MP001_a.jpg ! alt :  ! title : E28136KP18MP001_a ! desc :  ! caption : ",,https://eji.com.hk/product/pink-mother-of-pearl-diamond-stud-earrings-in-18k-white-gold/,0,,en,29970,E28136KP18MP001,,simple,,"Earrings > Gemstone Diamond Earrings",,,,,,,,,,,,,,
"Pink Mother of Pearl Diamond Ring in 18K Rose Gold",pink-mother-of-pearl-diamond-ring-in-18k-rose-gold,,29971,,,publish,,271,"2022-08-10 16:23:52",1,closed,R28136,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,29970,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R28136KP18MP001_a.jpg ! alt :  ! title : R28136KP18MP001_a ! desc :  ! caption : ",,https://eji.com.hk/product/pink-mother-of-pearl-diamond-ring-in-18k-rose-gold/,0,,en,29971,R28136,,simple,,Rings,,,,,,,,,,,,,,
