post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute_default:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute_default:pa_shape,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"Diamond Necklace in Two-tone 18k Gold",diamond-necklace-in-two-tone-18k-gold,,28521,"Diamond Necklace in Two-tone 18k Gold",,publish,,110,"2022-06-01 10:31:03",2,closed,P28388GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28388GC18DD001A_221128_a-1.jpg ! alt :  ! title : P28388GC18DD001A_221128_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Catalogue > Collections > Starlight|Necklaces & Pendants",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Enamel Aquamarine Diamond Necklace in 14k White Gold",enamel-aquamarine-diamond-necklace-in-14k-white-gold,,28522,"Enamel Aquamarine Diamond Necklace in 14k White Gold",,publish,,144,"2022-06-01 10:31:03",2,closed,P35538KW14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35538KW14V01001_221043.jpg ! alt :  ! title : P35538KW14V01001_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/enamel-aquamarine-diamond-necklace-in-14k-white-gold/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Necklaces & Pendants > Enamel Necklaces|Necklaces & Pendants > Gemstone Necklaces|Catalogue > Necklaces|Necklaces & Pendants",,,Aquamarine|Diamond|Enamel,0|1|0,,"White Gold",1|1|0,,"14k 585",2|1|0,,Round,3|1|0,,,,
"Enamel Pink Sapphire Diamond Necklace in 14k Rose Gold",enamel-pink-sapphire-diamond-necklace-in-14k-rose-gold,,28523,"Enamel Pink Sapphire Diamond Necklace in 14k Rose Gold",,publish,,153,"2022-06-01 10:31:04",2,closed,P35539KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35539KP14V01001_221043-1.jpg ! alt :  ! title : P35539KP14V01001_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/enamel-pink-sapphire-diamond-necklace-in-14k-rose-gold/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Necklaces & Pendants > Enamel Necklaces|Necklaces & Pendants > Gemstone Necklaces|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond|Enamel|Sapphire,0|1|0,,"Rose Gold",1|1|0,,"14k 585",2|1|0,,Round,3|1|0,,,,
"Enamel Purple Sapphire Diamond Necklace in 14k Rose Gold",enamel-purple-sapphire-diamond-necklace-in-14k-rose-gold,,28524,"Enamel Purple Sapphire Diamond Necklace in 14k Rose Gold",,publish,,156,"2022-06-01 10:31:04",2,closed,P35540KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35540KP14V01001_221043-1.jpg ! alt :  ! title : P35540KP14V01001_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/enamel-purple-sapphire-diamond-necklace-in-14k-rose-gold/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Necklaces & Pendants > Enamel Necklaces|Necklaces & Pendants > Gemstone Necklaces|Catalogue > Necklaces|Necklaces & Pendants",Bonbon,,Diamond|Sapphire,0|1|0,,,,,,,,,,,,,
"Geometric Enamel Diamond Necklace in 14K White Gold",geometric-enamel-diamond-necklace-in-14k-white-gold,,28525,"Geometric Enamel Diamond Necklace in 14K White Gold",,publish,,195,"2022-06-01 10:31:04",2,closed,P35541KW14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35541KW14V01001_221043.jpg ! alt :  ! title : P35541KW14V01001_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/geometric-enamel-diamond-necklace-in-14k-white-gold/,simple,,"Catalogue > Collections|Necklaces & Pendants > Enamel Necklaces|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond|Enamel,0|1|0,,"White Gold",2|1|0,,"14k 585",3|1|0,,,,,Geometric,1|1|0,
"Pastel Enamel Diamond Necklace in 18K Rose Gold",pastel-enamel-diamond-necklace-in-18k-rose-gold-vf,,28526,,,publish,,309,"2022-06-01 10:31:04",2,closed,P35542KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35542KP14V01001_221043-1.jpg ! alt :  ! title : P35542KP14V01001_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/pastel-enamel-diamond-necklace-in-18k-rose-gold-vf/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Necklaces & Pendants > Enamel Necklaces|Catalogue > Necklaces",Bonbon,,Diamond,0|1|0,,,,,,,,,,,,,
"Triplet Enamel Diamond Necklace in 18K Rose Gold",triplet-enamel-diamond-necklace-in-18k-rose-gold,,28527,,,publish,,402,"2022-06-01 10:31:05",2,closed,P35543KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35543KP14V01001A_221043-1.jpg ! alt :  ! title : P35543KP14V01001A_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/triplet-enamel-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue > Collections|Necklaces & Pendants > Enamel Necklaces|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond|Enamel,0|1|0,,,,,,,,,,,Geometric,0|1|0,
"Chain Diamond Huggie Earrings in 18K White Gold",chain-diamond-huggie-earrings-in-18k-white-gold,,28528,"Chain Diamond Huggie Earrings in 18K White Gold",,publish,,49,"2022-06-01 10:31:05",2,closed,E28359GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28359GW18DD001H_220354.jpg ! alt :  ! title : E28359GW18DD001H_220354 ! desc :  ! caption : ",,https://eji.com.hk/product/chain-diamond-huggie-earrings-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,Diamond,0|1|0,,"White Gold",1|1|0,,"18k 750",2|1|0,,,,,,,
"Baguette Diamond Huggie Earrings in 18K Rose Gold",baguette-diamond-huggie-earrings-in-18k-rose-gold,,28529,"Baguette Diamond Huggie Earrings in 18K Rose Gold",,publish,,27,"2022-06-01 10:31:06",2,closed,E28364KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28364KP18DD001.jpg ! alt :  ! title : E28364KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-huggie-earrings-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",Dottie,,Diamond,0|1|0,,,,,,,,,,,,,
"Open Circle Baguette Diamond Earrings in 18K Rose Gold",open-circle-baguette-diamond-earrings-in-18k-rose-gold,,28530,"Open Circle Baguette Diamond Huggie Earrings in 18K Rose Gold",,publish,,282,"2022-06-01 10:31:06",2,closed,E28365KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28365KP18DD001_SD.jpg ! alt :  ! title : E28365KP18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/open-circle-baguette-diamond-earrings-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Stud Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Baguette Diamond Drop Earrings in 18K White Gold",baguette-diamond-drop-earrings-in-18k-white-gold,,28531,"Baguette Diamond Drop Earrings in 18K White Gold

&nbsp;",,publish,,4,"2022-06-01 10:31:06",2,closed,E28370GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28370GW18DD001A_221043.jpg ! alt : Baguette Diamond Drop Earrings in 18K White Gold ! title : E28370GW18DD001A_220708 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-drop-earrings-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > Polygon|Earrings",Polygon,,Diamond,0|1|0,,,,,,,,Baguettes|Round,0|1|0,,Geometric,0|1|0,
"Heart diamond Earrings in Two-tone 18k gold",heart-diamond-earrings-in-two-tone-18k-gold,,28532,"Heart Diamond Earrings in Two-tone 18k gold",,publish,,221,"2022-06-01 10:31:07",2,closed,E28382GA18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28382GA18DD001F_221208.jpg ! alt : Heart diamond Earrings in Two-tone 18k gold ! title : E28382GA18DD001F_221208 ! desc :  ! caption : ",,https://eji.com.hk/product/heart-diamond-earrings-in-two-tone-18k-gold/,simple,,"Catalogue > Collections > Aztectic|Catalogue > Collections|Catalogue > Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Stud Earrings in 18K White Gold",diamond-stud-earrings-in-18k-white-gold,,28533,"<p style=""text-align: left;"">Diamond Stud Earrings in 18K White Gold</p>

<ul>
 	<li>750 white gold</li>
 	<li>Round diamonds</li>
 	<li>Claw/prong setting</li>
 	<li>Customisable</li>
</ul>",,publish,,126,"2022-06-01 10:31:07",2,closed,E28385GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28385GW18DD001A_221128.jpg ! alt : E28385GW18DD001 ! title : E28385GW18DD001A_221128 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-stud-earrings-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > Starlight|Earrings > Stud Earrings|Earrings",Starlight,,Diamond,0|1|0,,"White Gold",1|1|0,,"18k 750",2|1|0,,Round,3|1|0,,,,
"Enamel Aquamarine Diamond Earrings in 14K White Gold",enamel-aquamarine-diamond-earrings-in-14k-white-gold,,28534,"Enamel Aquamarine Diamond Earrings in 14K White Gold

&nbsp;",,publish,,143,"2022-06-01 10:31:07",2,closed,E35538KW14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35538KW14V01001A_221043.jpg ! alt : enamel aquamarine diamond earrings in 14k white gold ! title : E35538KW14V01001A_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/enamel-aquamarine-diamond-earrings-in-14k-white-gold/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Catalogue > Earrings|Earrings > Gemstone Earrings|Earrings",Bonbon,,Aquarmarine|Diamond|Enamel,0|1|0,,"White Gold",1|1|0,,,,,Round,2|1|0,,Geometric,3|1|0,
"Chain Diamond Ring in Two-Tone 18K Gold",chain-diamond-ring-in-two-tone-18k-gold,,28591,,,publish,,50,"2022-06-01 17:39:15",2,closed,R28361GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28361GC18DD001.jpg ! alt :  ! title : R28361GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/chain-diamond-ring-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Double Band Half Eternity Diamond Ring in 18k Rose Gold",double-band-half-eternity-diamond-ring-in-18k-rose-gold,,28592,,,publish,,138,"2022-06-01 17:39:16",2,closed,R28363KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28363KP18DD001_SDa.jpg ! alt : R28363KP18DD001 ! title : R28363KP18DD001_SDa ! desc :  ! caption : ",,https://eji.com.hk/product/double-band-half-eternity-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Catalogue > Rings",Dottie,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18K Rose Gold",diamond-ring-in-18k-rose-gold,,28593,,,publish,,113,"2022-06-01 17:39:16",2,closed,R28364KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28364KP18DD001_SD-scaled.jpg ! alt :  ! title : R28364KP18DD001_SD ! desc :  ! caption : Picture taken with Alo Photo Scan - www.alophotoscan.com",,https://eji.com.hk/product/diamond-ring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Catalogue > Rings",Dottie,,Diamond,0|1|0,,,,,,,,,,,,,
"Pink Sapphire Diamond Ring in 18K Rose Gold",pink-sapphire-diamond-ring-in-18k-rose-gold,,28594,,,publish,,314,"2022-06-01 17:39:17",2,closed,R28364KP18SP001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28364KP18SP001_SDa.jpg ! alt :  ! title : R28364KP18SP001_SDa ! desc :  ! caption : ",,https://eji.com.hk/product/pink-sapphire-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Rings > Gemstones Rings|Catalogue > Rings",Dottie,,Diamond|Sapphire,0|1|0,,,,,,,,,,,,,
"Geometric Diamond Ring in 18K White Gold",half-eternity-diamond-ring-in-18k-white-gold,,28595,,,publish,,192,"2022-06-01 17:39:17",2,closed,R28368GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28368GC18DD001.jpg ! alt :  ! title : R28368GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Polygon|Catalogue > Rings",Polygon,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Double Band Diamond Ring in 18K White Gold",half-eternity-double-band-diamond-ring-in-18k-white-gold,,28596,,,publish,,208,"2022-06-01 17:39:17",2,closed,R28369GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28369GC18DD001.jpg ! alt :  ! title : R28369GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-double-band-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Polygon|Catalogue > Rings",Polygon,,Diamond,0|1|0,,,,,,,,,,,,,
"Baguette Diamond Ring in 18k White Gold",baguette-diamond-ring-in-18k-white-gold,,28597,,,publish,,31,"2022-06-01 17:39:18",2,closed,R28370GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28370GW18DD001_220708.jpg ! alt :  ! title : R28370GW18DD001_220708 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Polygon|Catalogue > Rings",Polygon,,Diamond,0|1|0,,,,,,,,,,,,,
"Baguette Diamond Ring in 18k Rose Gold",baguette-diamond-ring-in-18k-rose-gold,,28598,,,publish,,30,"2022-06-01 17:39:18",2,closed,R28371KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28371KP18DD001.jpg ! alt :  ! title : R28371KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Polygon|Catalogue > Rings",Polygon,,Diamond,0|1|0,,,,,,,,Baguettes|Round,1|1|0,,Circle|Geometric,2|1|0,
"Geometric Diamond Ring in 18K White Gold",geometric-diamond-ring-in-18k-white-gold,,28599,,,publish,,193,"2022-06-01 17:39:18",2,closed,R28372GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28372GC18DD001_new.jpg ! alt :  ! title : R28372GC18DD001_new ! desc :  ! caption : ",,https://eji.com.hk/product/geometric-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Polygon|Catalogue > Rings",Polygon,,Amethyst|Diamond,0|1|0,,,,,,,,Baguettes|Round,0|1|0,,Circle|Geometric,0|1|0,
"Amethyst Diamond Ring in 18k Rose Gold",amethyst-diamond-ring-in-18k-rose-gold,,28600,,,publish,,3,"2022-06-01 17:39:19",2,closed,R28374KP18AM001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28374KP18AM001_new.jpg ! alt :  ! title : R28374KP18AM001_new ! desc :  ! caption : ",,https://eji.com.hk/product/amethyst-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Moonlight|Catalogue > Rings",Moonlight,,Diamond,0|1|0,,,,,,,,Round,0|1|0,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-4,,28601,,,publish,,119,"2022-06-01 17:39:20",2,closed,R28376GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28376GW18DD001_221208.jpg ! alt :  ! title : R28376GW18DD001_221208 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-4/,simple,,"Catalogue > Collections|Catalogue > Collections > Moonlight|Catalogue > Rings",Moonlight,,Diamond,0|1|0,,,,,,,,Round,0|1|0,,Circle|Geometric,0|1|0,
"Geometric Diamond Ring in Two-Tone 18k Gold",geometric-diamond-ring-in-two-tone-18k-gold,,28602,,,publish,,194,"2022-06-01 17:39:21",2,closed,R28379GA18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28379GA18DD001_221208_a.jpg ! alt :  ! title : R28379GA18DD001_221208_a ! desc :  ! caption : ",,https://eji.com.hk/product/geometric-diamond-ring-in-two-tone-18k-gold/,simple,,"Catalogue > Collections > Aztectic|Catalogue > Collections|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Heart Diamond Ring in Two-tone 18k Gold",heart-diamond-ring-in-two-tone-18k-gold,,28603,,,publish,,223,"2022-06-01 17:39:21",2,closed,R28384GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28384GC18DD001_new.jpg ! alt :  ! title : R28384GC18DD001_new ! desc :  ! caption : ",,https://eji.com.hk/product/heart-diamond-ring-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Rings",Aztectic,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-3,,28604,,,publish,,120,"2022-06-01 17:39:21",2,closed,R28385GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28385GW18DD001_221128.jpg ! alt :  ! title : R28385GW18DD001_221128 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-3/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Starlight",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-2,,28605,,,publish,,121,"2022-06-01 17:39:21",2,closed,R28386GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28386GW18DD001_221128.jpg ! alt :  ! title : R28386GW18DD001_221128 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-2/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Starlight",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in Two-tone 18k Gold",diamond-ring-in-two-tone-18k-gold,,28606,,,publish,,123,"2022-06-01 17:39:22",2,closed,R28387GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28387GC18DD001_221028_a.jpg ! alt :  ! title : R28387GC18DD001_221028_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Starlight",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold,,28607,,,publish,,122,"2022-06-01 17:39:22",2,closed,R28389GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28389GW18DD001_221128_A.jpg ! alt :  ! title : R28389GW18DD001_221128_A ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Starlight",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Solitaire Diamond Ring in 14K White Gold",solitaire-diamond-ring-in-14k-white-gold-2,,28608,,,publish,,204,"2022-06-01 17:39:22",2,closed,R35514KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35514KW14DD001_221028.jpg ! alt :  ! title : R35514KW14DD001_221028 ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-14k-white-gold-2/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Solitaire Diamond Ring in 14K White Gold",solitaire-diamond-ring-in-14k-white-gold-2-2,,28609,"Half Eternity Solitaire Diamond Ring in 14K White Gold",,publish,,202,"2022-06-01 17:39:23",2,closed,R35515KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35515KW14DD001_a.jpg ! alt :  ! title : R35515KW14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-14k-white-gold-2-2/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Solitaire Diamond Ring in 14K White Gold",solitaire-diamond-ring-in-14k-white-gold,,28610,,,publish,,219,"2022-06-01 17:39:23",2,closed,R35516KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35516KW14DD001_a.jpg ! alt :  ! title : R35516KW14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Solitaire Diamond Ring in 14K White Gold",solitaire-diamond-ring-in-14k-white-gold-3,,28611,"Half Eternity Solitaire Diamond Ring in 14K White Gold",,publish,,206,"2022-06-01 17:39:24",2,closed,R35517KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35517KW14DD001.jpg ! alt :  ! title : R35517KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-14k-white-gold-3/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Cushion Halo Diamond Ring in 14K White Gold",cushion-halo-diamond-ring-in-14k-white-gold-2,,28612,,,publish,,365,"2022-06-01 17:39:25",2,closed,R35518KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35518KW14DD001.jpg ! alt :  ! title : R35518KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/cushion-halo-diamond-ring-in-14k-white-gold-2/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Halo Diamond Ring in 14K White Gold",half-eternity-halo-diamond-ring-in-14k-white-gold,,28613,"Half Eternity Halo Diamond Ring in 14K White Gold",,publish,,366,"2022-06-01 17:39:25",2,closed,R35519KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35519KW14DD001.jpg ! alt :  ! title : R35519KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-halo-diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Cushion Halo Diamond Ring in 14K White Gold",cushion-halo-diamond-ring-in-14k-white-gold,,28614,"Half Eternity Halo Diamond Ring in 14K White Gold",,publish,,361,"2022-06-01 17:39:25",2,closed,R35520KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35520KW14DD001.jpg ! alt :  ! title : R35520KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/cushion-halo-diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
